docking_rank,candidate_id,chunk_id,source_models,minimized_affinity_kcal_mol,cnn_score,cnn_affinity,cnn_vs,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,parent_inchi_key,parent_smiles,canonical_smiles,generated_smiles,pose_sdf,analysis_smiles,murcko_scaffold,generic_murcko_scaffold,structure_qc_flags,pose_qc_pass,pose_qc_flags,ecfp_cluster_id,selected_for_admet,selected_for_pre_admet_md,admet_selection_rank,pre_admet_md_selection_rank
174,FXIA-GEN-001296,0003,reinvent_denovo,-7.127,0.9665144682,6.0097737312,5.8085331917,399.266,84.5,2.618,2.0,4.0,5.0,0.0,1.973,0.0,0.135,0.147,AVULFMMIKWJNOX-UHFFFAOYSA-N,CNS(=O)(=O)c1ccccc1NC(=O)c1cc(OC)ccc1Br,CNS(=O)(=O)c1ccccc1NC(=O)c1cc(OC)ccc1Br,CNS(=O)(=O)c1ccccc1NC(=O)c1cc(OC)ccc1Br,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0003_gnina_poses.sdf,CNS(=O)(=O)c1ccccc1NC(=O)c1cc(OC)ccc1Br,O=C(Nc1ccccc1)c1ccccc1,CC(CC1CCCCC1)C1CCCCC1,ok,true,ok,123,true,false,123,
175,FXIA-GEN-008080,0017,reinvent_denovo,-9.6027,0.966483295,6.3122096062,6.1006450653,359.376,61.44,3.06,2.0,2.0,3.0,0.0,2.862,0.0,0.139,0.218,GEUKOPLCSGXHKO-UHFFFAOYSA-N,CN(C(=O)NCc1ccc(F)cc1F)C1CCc2ccccc2NC1=O,CN(C(=O)NCc1ccc(F)cc1F)C1CCc2ccccc2NC1=O,CN(C(=O)NCc1ccc(F)cc1F)C1CCc2ccccc2NC1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0017_gnina_poses.sdf,CN(C(=O)NCc1ccc(F)cc1F)C1CCc2ccccc2NC1=O,O=C(NCc1ccccc1)NC1CCc2ccccc2NC1=O,CC(CCC1CCCCC1)CC1CCC2CCCCC2CC1C,ok,true,ok,124,true,false,124,
176,FXIA-GEN-019830,0040,reinvent_denovo,-7.29783,0.9664818048,6.3281989098,6.1160888672,406.754,60.16,4.251,1.0,4.0,5.0,0.0,2.216,0.0,0.097,0.14,NSQRNBZCNAHLEN-UHFFFAOYSA-N,Nc1cc(S(=O)(=O)CCSc2ccc(Br)cc2)ccc1Cl,Nc1cc(S(=O)(=O)CCSc2ccc(Br)cc2)ccc1Cl,Nc1cc(S(=O)(=O)CCSc2ccc(Br)cc2)ccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0040_gnina_poses.sdf,Nc1cc(S(=O)(=O)CCSc2ccc(Br)cc2)ccc1Cl,O=S(=O)(CCSc1ccccc1)c1ccccc1,CC(C)(CCCC1CCCCC1)C1CCCCC1,ok,true,ok,125,true,false,125,
178,FXIA-GEN-006360,0013,reinvent_denovo,-8.64823,0.9662905335,6.6599240303,6.4354214668,382.514,67.77,3.786,1.0,6.0,5.0,0.0,2.667,0.0,0.121,0.164,FCCBFWKLTANQEE-UHFFFAOYSA-N,CCc1ccc(C2(C(=O)Nc3nnc(-c4ccncc4)s3)CSC2)cc1,CCc1ccc(C2(C(=O)Nc3nnc(-c4ccncc4)s3)CSC2)cc1,CCc1ccc(C2(C(=O)Nc3nnc(-c4ccncc4)s3)CSC2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0013_gnina_poses.sdf,CCc1ccc(C2(C(=O)Nc3nnc(-c4ccncc4)s3)CSC2)cc1,O=C(Nc1nnc(-c2ccncc2)s1)C1(c2ccccc2)CSC1,CC(CC1CCC(C2CCCCC2)C1)C1(C2CCCCC2)CCC1,ok,true,ok,126,true,false,126,
179,FXIA-GEN-021289,0043,reinvent_denovo,-9.47164,0.9662528038,6.5928034782,6.3703150749,375.421,94.3,2.452,1.0,4.0,4.0,0.0,3.034,0.0,0.156,0.167,OSEMOYJGQQVNMO-UHFFFAOYSA-N,Cc1cc(F)ccc1S(=O)(=O)CC1CC(=O)c2c(cccc2C(N)=O)C1,Cc1cc(F)ccc1S(=O)(=O)CC1CC(=O)c2c(cccc2C(N)=O)C1,Cc1cc(F)ccc1S(=O)(=O)CC1CC(=O)c2c(cccc2C(N)=O)C1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0043_gnina_poses.sdf,Cc1cc(F)ccc1S(=O)(=O)CC1CC(=O)c2c(cccc2C(N)=O)C1,O=C1CC(CS(=O)(=O)c2ccccc2)Cc2ccccc21,CC1CC(CC(C)(C)C2CCCCC2)CC2CCCCC12,ok,true,ok,127,true,false,127,
180,FXIA-GEN-027768,0056,mol2mol,-8.3196,0.9662272334,6.3801236153,6.1646490097,374.868,90.26,3.151,2.0,3.0,5.0,0.0,3.34,0.0,0.127,0.45,SXHGKRYDOMZGBW-PGEKIEPBSA-N,NC(=O)[C@@H](CC1CCC(O)CC1)c1ccc(-c2ccccc2Cl)c[n+]1[O-],NC(=O)[C@@H](CC1CCC(O)CC1)c1ccc(-c2ccccc2Cl)c[n+]1[O-],NC(=O)[C@@H](CC1CCC(O)CC1)c1ccc(-c2ccccc2Cl)c[n+]1[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0056_gnina_poses.sdf,NC(=O)[C@@H](CC1CCC(O)CC1)c1ccc(-c2ccccc2Cl)c[n+]1[O-],c1ccc(-c2ccc(CCC3CCCCC3)[nH+]c2)cc1,C1CCC(CCC2CCC(C3CCCCC3)CC2)CC1,ok,true,ok,128,true,false,128,
181,FXIA-GEN-002165,0005,mol2mol,-10.03973,0.9660603404,7.0082631111,6.7704048157,480.826,113.57,4.13,3.0,4.0,7.0,0.0,3.484,0.0,0.216,0.488,BKIXUGQSMDUQFW-UHFFFAOYSA-N,O=C(O)c1cc(F)cc(NC(=O)C(CO)c2ccc(-c3cc(Cl)ccc3C(F)F)c[n+]2[O-])c1,O=C(O)c1cc(F)cc(NC(=O)C(CO)c2ccc(-c3cc(Cl)ccc3C(F)F)c[n+]2[O-])c1,O=C(O)c1cc(F)cc(NC(=O)C(CO)c2ccc(-c3cc(Cl)ccc3C(F)F)c[n+]2[O-])c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0005_gnina_poses.sdf,O=C(O)c1cc(F)cc(NC(=O)C(CO)c2ccc(-c3cc(Cl)ccc3C(F)F)c[n+]2[O-])c1,O=C(Cc1ccc(-c2ccccc2)c[nH+]1)Nc1ccccc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2)CC1,ok,true,ok,129,true,false,129,
183,FXIA-GEN-025363,0051,reinvent_denovo,-8.25558,0.9660150409,7.1768054962,6.9329018593,455.536,106.62,2.55,2.0,6.0,10.0,0.0,2.064,0.0,0.148,0.151,RJFXJQMNVLEPPM-UHFFFAOYSA-N,COc1ccc(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NCc3cccnc3)c2)cc1,COc1ccc(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NCc3cccnc3)c2)cc1,COc1ccc(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NCc3cccnc3)c2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,COc1ccc(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NCc3cccnc3)c2)cc1,O=C(NCCc1ccccc1)c1cccc(S(=O)(=O)NCc2cccnc2)c1,CC(CCCC1CCCCC1)C1CCCC(C(C)(C)CCC2CCCCC2)C1,ok,true,ok,130,true,false,130,
184,FXIA-GEN-025146,0051,reinvent_denovo,-8.42278,0.9659446478,6.838326931,6.605445385,407.681,75.71,3.531,1.0,4.0,5.0,0.0,2.165,0.0,0.154,0.202,RFSFMQQFBGNHAA-UHFFFAOYSA-N,O=C(COC(=O)CN1CCCCCC1=O)Nc1cc(Cl)c(Cl)cc1Cl,O=C(COC(=O)CN1CCCCCC1=O)Nc1cc(Cl)c(Cl)cc1Cl,O=C(COC(=O)CN1CCCCCC1=O)Nc1cc(Cl)c(Cl)cc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,O=C(COC(=O)CN1CCCCCC1=O)Nc1cc(Cl)c(Cl)cc1Cl,O=C(COC(=O)CN1CCCCCC1=O)Nc1ccccc1,CC(CCC(C)CC1CCCCCC1C)CC1CCCCC1,ok,true,ok,131,true,false,131,
186,FXIA-GEN-015061,0031,reinvent_denovo,-8.6763,0.9658737779,6.8697838783,6.6353440285,474.469,120.87,4.379,1.0,8.0,8.0,0.0,2.808,0.0,0.106,0.155,KRUZYLNITQNDLP-UHFFFAOYSA-N,Cc1noc(COC(=O)c2c(Oc3ccccc3)oc3ccccc3c2=O)c1C(=O)NCC1CC1,Cc1noc(COC(=O)c2c(Oc3ccccc3)oc3ccccc3c2=O)c1C(=O)NCC1CC1,Cc1noc(COC(=O)c2c(Oc3ccccc3)oc3ccccc3c2=O)c1C(=O)NCC1CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0031_gnina_poses.sdf,Cc1noc(COC(=O)c2c(Oc3ccccc3)oc3ccccc3c2=O)c1C(=O)NCC1CC1,O=C(NCC1CC1)c1cnoc1COC(=O)c1c(Oc2ccccc2)oc2ccccc2c1=O,CC(CCC1CC1)C1CCCC1CCC(C)C1C(CC2CCCCC2)CC2CCCCC2C1C,ok,true,ok,132,true,false,132,
187,FXIA-GEN-030202,0061,reinvent_denovo,-8.65193,0.9658463001,6.9737010002,6.7355232239,419.89,108.29,2.951,2.0,5.0,5.0,0.0,2.88,0.0,0.164,0.239,VEUVNFHLBZOHAT-UHFFFAOYSA-N,N#Cc1cccc(Oc2ccc(Cl)cc2S(=O)(=O)NC2CCCCNC2=O)c1,N#Cc1cccc(Oc2ccc(Cl)cc2S(=O)(=O)NC2CCCCNC2=O)c1,N#Cc1cccc(Oc2ccc(Cl)cc2S(=O)(=O)NC2CCCCNC2=O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0061_gnina_poses.sdf,N#Cc1cccc(Oc2ccc(Cl)cc2S(=O)(=O)NC2CCCCNC2=O)c1,O=C1NCCCCC1NS(=O)(=O)c1ccccc1Oc1ccccc1,CC1CCCCCC1CC(C)(C)C1CCCCC1CC1CCCCC1,ok,true,ok,133,true,false,133,
188,FXIA-GEN-003237,0007,reinvent_denovo,-8.58109,0.9657909274,6.4396080971,6.219315052,398.459,69.26,3.283,1.0,6.0,6.0,0.0,2.513,0.0,0.148,0.168,CCBIIABRLHPGOJ-UHFFFAOYSA-N,COc1ccc(OC)c(NC(=O)C2CCCN(Cc3ccc4c(c3)OCO4)C2)c1,COc1ccc(OC)c(NC(=O)C2CCCN(Cc3ccc4c(c3)OCO4)C2)c1,COc1ccc(OC)c(NC(=O)C2CCCN(Cc3ccc4c(c3)OCO4)C2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf,COc1ccc(OC)c(NC(=O)C2CCCN(Cc3ccc4c(c3)OCO4)C2)c1,O=C(Nc1ccccc1)C1CCCN(Cc2ccc3c(c2)OCO3)C1,CC(CC1CCCCC1)C1CCCC(CC2CCC3CCCC3C2)C1,ok,true,ok,134,true,false,134,
190,FXIA-GEN-006545,0014,reinvent_denovo,-7.95808,0.9656498432,6.280359745,6.0646286011,389.883,70.67,3.474,2.0,4.0,7.0,0.0,1.955,0.0,0.214,0.214,FFCZXRHKZYIOLR-UHFFFAOYSA-N,COc1ccc(Cl)cc1NC(=O)CN(C)CC(=O)Nc1c(C)cccc1C,COc1ccc(Cl)cc1NC(=O)CN(C)CC(=O)Nc1c(C)cccc1C,COc1ccc(Cl)cc1NC(=O)CN(C)CC(=O)Nc1c(C)cccc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0014_gnina_poses.sdf,COc1ccc(Cl)cc1NC(=O)CN(C)CC(=O)Nc1c(C)cccc1C,O=C(CNCC(=O)Nc1ccccc1)Nc1ccccc1,CC(CCCC(C)CC1CCCCC1)CC1CCCCC1,ok,true,ok,135,true,false,135,
191,FXIA-GEN-025444,0051,reinvent_denovo,-8.50321,0.9656324983,6.2945332527,6.0782060623,352.39,73.59,3.93,1.0,5.0,7.0,0.0,1.943,0.0,0.157,0.162,RKXVPZWGZPSCJZ-UHFFFAOYSA-N,COc1ccc(OC)c(NC(=O)CCc2ncc(-c3ccccc3)o2)c1,COc1ccc(OC)c(NC(=O)CCc2ncc(-c3ccccc3)o2)c1,COc1ccc(OC)c(NC(=O)CCc2ncc(-c3ccccc3)o2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,COc1ccc(OC)c(NC(=O)CCc2ncc(-c3ccccc3)o2)c1,O=C(CCc1ncc(-c2ccccc2)o1)Nc1ccccc1,CC(CCC1CCC(C2CCCCC2)C1)CC1CCCCC1,ok,true,ok,136,true,false,136,
192,FXIA-GEN-027516,0056,reinvent_denovo,-7.67453,0.9655309319,6.0625891685,5.8536171913,354.635,67.15,3.949,3.0,3.0,3.0,0.0,2.114,0.0,0.172,0.183,SSXNAIFGYKSLGS-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(NN)c2Cl)cc1Br,Cc1ccc(NC(=O)c2cccc(NN)c2Cl)cc1Br,Cc1ccc(NC(=O)c2cccc(NN)c2Cl)cc1Br,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0056_gnina_poses.sdf,Cc1ccc(NC(=O)c2cccc(NN)c2Cl)cc1Br,O=C(Nc1ccccc1)c1ccccc1,CC(CC1CCCCC1)C1CCCCC1,ok,true,ok,137,true,false,137,
194,FXIA-GEN-036584,0074,reinvent_denovo,-8.20164,0.9652704,6.7768092155,6.5414533615,462.083,98.54,4.768,1.0,5.0,5.0,0.0,2.152,0.0,0.136,0.186,ZGSJDDGNYDKJCK-UHFFFAOYSA-N,Cc1cc(Br)c(NC(=O)COC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1Cl,Cc1cc(Br)c(NC(=O)COC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1Cl,Cc1cc(Br)c(NC(=O)COC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf,Cc1cc(Br)c(NC(=O)COC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1Cl,O=C(COC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCCC1,ok,true,ok,138,true,false,138,
195,FXIA-GEN-004982,0010,reinvent_denovo,-7.41972,0.9652606249,6.7601356506,6.5252928734,374.466,99.18,2.814,2.0,5.0,7.0,0.0,2.966,0.0,0.098,0.138,DFRQVWCZYRFFSI-UHFFFAOYSA-N,O=C(O)CCC1CCCN(C(=O)c2ccccc2CSc2cn[nH]n2)C1,O=C(O)CCC1CCCN(C(=O)c2ccccc2CSc2cn[nH]n2)C1,O=C(O)CCC1CCCN(C(=O)c2ccccc2CSc2cn[nH]n2)C1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0010_gnina_poses.sdf,O=C(O)CCC1CCCN(C(=O)c2ccccc2CSc2cn[nH]n2)C1,O=C(c1ccccc1CSc1cn[nH]n1)N1CCCCC1,CC(C1CCCCC1)C1CCCCC1CCC1CCCC1,ok,true,ok,139,true,false,139,
196,FXIA-GEN-031531,0064,reinvent_denovo,-7.95808,0.9651929736,6.7030649185,6.469751358,410.539,66.48,4.465,1.0,4.0,6.0,0.0,2.171,0.0,0.097,0.173,WAYBMNGDSDUXES-UHFFFAOYSA-N,O=C(CCC(=O)c1ccccc1)Nc1sc2c(c1C(=O)N1CCCCC1)CCC2,O=C(CCC(=O)c1ccccc1)Nc1sc2c(c1C(=O)N1CCCCC1)CCC2,O=C(CCC(=O)c1ccccc1)Nc1sc2c(c1C(=O)N1CCCCC1)CCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0064_gnina_poses.sdf,O=C(CCC(=O)c1ccccc1)Nc1sc2c(c1C(=O)N1CCCCC1)CCC2,O=C(CCC(=O)c1ccccc1)Nc1sc2c(c1C(=O)N1CCCCC1)CCC2,CC(CCC(C)C1CCCCC1)CC1CC2CCCC2C1C(C)C1CCCCC1,ok,true,ok,140,true,false,140,
197,FXIA-GEN-006313,0013,reinvent_denovo,-8.60628,0.9651823044,6.7168488503,6.4829835892,390.403,122.76,1.257,3.0,6.0,5.0,0.0,3.025,0.0,0.113,0.178,FBDSKJGXKOTCLQ-UHFFFAOYSA-N,CN1Cc2cc(C#N)cc(Nc3cnn4cccc(C(=O)NCCO)c34)c2C1=O,CN1Cc2cc(C#N)cc(Nc3cnn4cccc(C(=O)NCCO)c34)c2C1=O,CN1Cc2cc(C#N)cc(Nc3cnn4cccc(C(=O)NCCO)c34)c2C1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0013_gnina_poses.sdf,CN1Cc2cc(C#N)cc(Nc3cnn4cccc(C(=O)NCCO)c34)c2C1=O,O=C1NCc2cccc(Nc3cnn4ccccc34)c21,CC1CCC2CCCC(CC3CCC4CCCCC43)C12,ok,true,ok,141,true,false,141,
198,FXIA-GEN-007587,0016,reinvent_denovo,-8.02124,0.9651587605,6.04519701,5.8345746994,365.429,72.47,4.013,1.0,4.0,7.0,0.0,2.484,0.0,0.131,0.188,FWQAUJWNYGCYCK-UHFFFAOYSA-N,CCC1(CC)C(=O)Nc2ccc(COC(=O)CC(=O)c3ccccc3)cc21,CCC1(CC)C(=O)Nc2ccc(COC(=O)CC(=O)c3ccccc3)cc21,CCC1(CC)C(=O)Nc2ccc(COC(=O)CC(=O)c3ccccc3)cc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0016_gnina_poses.sdf,CCC1(CC)C(=O)Nc2ccc(COC(=O)CC(=O)c3ccccc3)cc21,O=C1Cc2cc(COC(=O)CC(=O)c3ccccc3)ccc2N1,CC(CCC1CCC2CC(C)CC2C1)CC(C)C1CCCCC1,ok,true,ok,142,true,false,142,
199,FXIA-GEN-002169,0005,reinvent_denovo,-7.71279,0.9651373625,6.3701844215,6.1481027603,368.842,77.52,3.688,1.0,6.0,6.0,0.0,2.514,0.0,0.19,0.211,BKJWFRCGSCPHMM-UHFFFAOYSA-N,CCOC(=O)c1sc(NC(=O)C(C)Oc2cccc(Cl)c2)nc1C,CCOC(=O)c1sc(NC(=O)C(C)Oc2cccc(Cl)c2)nc1C,CCOC(=O)c1sc(NC(=O)C(C)Oc2cccc(Cl)c2)nc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0005_gnina_poses.sdf,CCOC(=O)c1sc(NC(=O)C(C)Oc2cccc(Cl)c2)nc1C,O=C(COc1ccccc1)Nc1nccs1,CC(CCC1CCCCC1)CC1CCCC1,ok,true,ok,143,true,false,143,
200,FXIA-GEN-027580,0056,reinvent_denovo,-7.3606,0.9647963643,6.4546532631,6.2274260521,414.458,100.7,3.497,2.0,4.0,7.0,0.0,2.028,0.0,0.114,0.187,SUARYLQJXTZDPZ-UHFFFAOYSA-N,Nc1cccc(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2ccc(C(=O)O)cc2)c1,Nc1cccc(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2ccc(C(=O)O)cc2)c1,Nc1cccc(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2ccc(C(=O)O)cc2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0056_gnina_poses.sdf,Nc1cccc(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2ccc(C(=O)O)cc2)c1,O=S(=O)(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,CC(C)(C1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,ok,true,ok,144,true,false,144,
201,FXIA-GEN-023269,0047,reinvent_denovo,-8.28324,0.9644896388,6.3676857948,6.1415667534,395.455,65.07,3.936,0.0,5.0,3.0,0.0,3.036,0.0,0.119,0.154,QAZGOKWVXDVKSB-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1COCC1C(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1COCC1C(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1COCC1C(=O)OCC1c2ccccc2-c2ccccc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0047_gnina_poses.sdf,CC(C)(C)OC(=O)N1COCC1C(=O)OCC1c2ccccc2-c2ccccc21,O=C(OCC1c2ccccc2-c2ccccc21)C1COCN1,CC(CCC1C2CCCCC2C2CCCCC21)C1CCCC1,ok,true,ok,145,true,false,145,
202,FXIA-GEN-006155,0013,reinvent_denovo,-9.6965,0.9644534588,6.764102459,6.5236620903,410.478,84.23,2.717,1.0,6.0,4.0,0.0,2.407,0.0,0.153,0.164,DYPPPQQILKMEKW-UHFFFAOYSA-N,COc1ccc(OC)c(NC(=O)N2CCN(c3cc(C)nc4cc(C)nn34)CC2)c1,COc1ccc(OC)c(NC(=O)N2CCN(c3cc(C)nc4cc(C)nn34)CC2)c1,COc1ccc(OC)c(NC(=O)N2CCN(c3cc(C)nc4cc(C)nn34)CC2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0013_gnina_poses.sdf,COc1ccc(OC)c(NC(=O)N2CCN(c3cc(C)nc4cc(C)nn34)CC2)c1,O=C(Nc1ccccc1)N1CCN(c2ccnc3ccnn23)CC1,CC(CC1CCCCC1)C1CCC(C2CCCC3CCCC32)CC1,ok,true,ok,146,true,false,146,
203,FXIA-GEN-033778,0068,reinvent_denovo,-8.74598,0.9644195437,6.4859099388,6.2551383972,377.356,122.24,2.214,2.0,6.0,5.0,0.0,3.241,0.0,0.123,0.198,XMEBPQYNGPTGHT-UHFFFAOYSA-N,COC(=O)C(C(=O)c1ccc2c(c1)Cc1n[nH]nc1-2)c1cccc(C(=O)O)c1,COC(=O)C(C(=O)c1ccc2c(c1)Cc1n[nH]nc1-2)c1cccc(C(=O)O)c1,COC(=O)C(C(=O)c1ccc2c(c1)Cc1n[nH]nc1-2)c1cccc(C(=O)O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0068_gnina_poses.sdf,COC(=O)C(C(=O)c1ccc2c(c1)Cc1n[nH]nc1-2)c1cccc(C(=O)O)c1,O=C(Cc1ccccc1)c1ccc2c(c1)Cc1n[nH]nc1-2,CC(CC1CCCCC1)C1CCC2C(C1)CC1CCCC12,ok,true,ok,147,true,false,147,
204,FXIA-GEN-002758,0006,reinvent_denovo,-8.2288,0.9643072486,6.3071842194,6.0820636749,392.48,90.19,3.163,2.0,4.0,7.0,0.0,2.21,0.0,0.087,0.134,BUPBHAKELKDRDQ-UHFFFAOYSA-N,N#Cc1ccc(S(=O)(=O)NCCC(O)(c2ccccc2)c2ccccc2)cc1,N#Cc1ccc(S(=O)(=O)NCCC(O)(c2ccccc2)c2ccccc2)cc1,N#Cc1ccc(S(=O)(=O)NCCC(O)(c2ccccc2)c2ccccc2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0006_gnina_poses.sdf,N#Cc1ccc(S(=O)(=O)NCCC(O)(c2ccccc2)c2ccccc2)cc1,O=S(=O)(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,CC(C)(CCCC(C1CCCCC1)C1CCCCC1)C1CCCCC1,ok,true,ok,148,true,false,148,
207,FXIA-GEN-035249,0071,reinvent_denovo,-7.43978,0.9641535282,6.0683302879,5.8508019447,371.256,81.42,3.149,2.0,4.0,4.0,0.0,2.113,0.0,0.15,0.15,YKTGROGWAPUIET-UHFFFAOYSA-N,COc1cccc(C)c1NS(=O)(=O)c1ccc(Br)c(N)c1,COc1cccc(C)c1NS(=O)(=O)c1ccc(Br)c(N)c1,COc1cccc(C)c1NS(=O)(=O)c1ccc(Br)c(N)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0071_gnina_poses.sdf,COc1cccc(C)c1NS(=O)(=O)c1ccc(Br)c(N)c1,O=S(=O)(Nc1ccccc1)c1ccccc1,CC(C)(CC1CCCCC1)C1CCCCC1,ok,true,ok,149,true,false,149,
208,FXIA-GEN-014236,0029,reinvent_denovo,-7.51456,0.9641081691,5.8970551491,5.6853990555,385.405,131.1,2.194,2.0,8.0,7.0,0.0,2.957,0.0,0.117,0.173,KDSYVNBOIFOVOT-UHFFFAOYSA-N,CC(NC(=O)c1nccnc1SCC(=O)O)c1nc(-c2ccccc2)no1,CC(NC(=O)c1nccnc1SCC(=O)O)c1nc(-c2ccccc2)no1,CC(NC(=O)c1nccnc1SCC(=O)O)c1nc(-c2ccccc2)no1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0029_gnina_poses.sdf,CC(NC(=O)c1nccnc1SCC(=O)O)c1nc(-c2ccccc2)no1,O=C(NCc1nc(-c2ccccc2)no1)c1cnccn1,CC(CCC1CCC(C2CCCCC2)C1)C1CCCCC1,ok,true,ok,150,true,false,150,
209,FXIA-GEN-034074,0069,reinvent_denovo,-7.59142,0.9640680552,6.303252697,6.0767645836,365.22,68.52,3.365,1.0,4.0,5.0,0.0,2.395,0.0,0.157,0.182,XRCMSJBOTZJUCY-UHFFFAOYSA-N,CCOc1nccn2cc(CNC(=O)c3ccc(Cl)c(Cl)c3)nc12,CCOc1nccn2cc(CNC(=O)c3ccc(Cl)c(Cl)c3)nc12,CCOc1nccn2cc(CNC(=O)c3ccc(Cl)c(Cl)c3)nc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0069_gnina_poses.sdf,CCOc1nccn2cc(CNC(=O)c3ccc(Cl)c(Cl)c3)nc12,O=C(NCc1cn2ccncc2n1)c1ccccc1,CC(CCC1CC2CCCCC2C1)C1CCCCC1,ok,true,ok,151,true,false,151,
