candidate_id,smiles,docking_rank,source_models,cnn_score,cnn_affinity,minimized_affinity_kcal_mol,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,murcko_scaffold,generic_murcko_scaffold,ecfp_cluster_id,pose_qc_pass,pose_qc_flags,parent_inchi_key,parent_smiles,pose_sdf
FXIA-GEN-006972,O=S(=O)(CCN1CCCC1)c1ccc(Oc2ncnc3[nH]ccc23)cc1,230,reinvent_denovo,0.9625278115,6.5076246262,-7.74692,372.45,88.18,2.62,1.0,6.0,6.0,0.0,2.446,0.0,0.098,0.137,O=S(=O)(CCN1CCCC1)c1ccc(Oc2ncnc3[nH]ccc23)cc1,CC(C)(CCC1CCCC1)C1CCC(CC2CCCC3CCCC32)CC1,164,true,ok,FMRFFUCTYBQPGR-UHFFFAOYSA-N,O=S(=O)(CCN1CCCC1)c1ccc(Oc2ncnc3[nH]ccc23)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0014_gnina_poses.sdf
FXIA-GEN-007997,CCOc1ccccc1NC(=O)CN1C(=O)SC(CC(=O)Nc2ccccc2OC)C1=O,231,reinvent_denovo,0.9625121355,6.6115107536,-8.54768,457.508,114.04,3.125,2.0,7.0,9.0,0.0,2.668,0.0,0.168,0.168,O=C(CC1SC(=O)N(CC(=O)Nc2ccccc2)C1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1CC(C)C(CC(C)CC2CCCCC2)C1C,165,true,ok,GDTBTEVWDBEXQK-UHFFFAOYSA-N,CCOc1ccccc1NC(=O)CN1C(=O)SC(CC(=O)Nc2ccccc2OC)C1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0016_gnina_poses.sdf
FXIA-GEN-013692,CN1CCCN(C(C(=O)Nc2nnc(-c3ccccc3)s2)c2ccccc2)CC1,232,reinvent_denovo,0.9623010159,6.7492928505,-9.46494,407.543,61.36,3.522,1.0,6.0,5.0,0.0,2.636,0.0,0.139,0.188,O=C(Nc1nnc(-c2ccccc2)s1)C(c1ccccc1)N1CCCNCC1,CC(CC1CCC(C2CCCCC2)C1)C(C1CCCCCC1)C1CCCCC1,166,true,ok,JUVDHFBJSXRLCY-UHFFFAOYSA-N,CN1CCCN(C(C(=O)Nc2nnc(-c3ccccc3)s2)c2ccccc2)CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0028_gnina_poses.sdf
FXIA-GEN-002662,Cc1noc(C)c1S(=O)(=O)N1CCCC(C(=O)Nc2ccccc2C(=O)NCc2ccco2)C1,233,reinvent_denovo,0.9622071981,7.1834168434,-9.34969,486.55,134.75,2.854,2.0,7.0,7.0,0.0,2.852,0.0,0.102,0.159,O=C(NCc1ccco1)c1ccccc1NC(=O)C1CCCN(S(=O)(=O)c2cnoc2)C1,CC(CC1CCCCC1C(C)CCC1CCCC1)C1CCCC(C(C)(C)C2CCCC2)C1,167,true,ok,BTAHOOFYSQMSAX-UHFFFAOYSA-N,Cc1noc(C)c1S(=O)(=O)N1CCCC(C(=O)Nc2ccccc2C(=O)NCc2ccco2)C1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0006_gnina_poses.sdf
FXIA-GEN-035745,CC1CCCCC1NC(=O)COC(=O)c1cc(-c2ccco2)nc2c1nnn2C,235,reinvent_denovo,0.9620901942,6.6669540405,-9.14921,397.435,112.14,2.475,1.0,7.0,5.0,0.0,3.367,0.0,0.137,0.185,O=C(COC(=O)c1cc(-c2ccco2)nc2[nH]nnc12)NC1CCCCC1,CC(CCC(C)C1CC(C2CCCC2)CC2CCCC21)CC1CCCCC1,168,true,ok,YSUVZFNFTDOOMF-UHFFFAOYSA-N,CC1CCCCC1NC(=O)COC(=O)c1cc(-c2ccco2)nc2c1nnn2C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0072_gnina_poses.sdf
FXIA-GEN-034337,CNc1ccc(NS(=O)(=O)c2ccc(Br)s2)cc1[N+](=O)[O-],236,reinvent_denovo,0.9620005488,6.4055924416,-7.34962,392.256,101.34,3.261,2.0,6.0,5.0,0.0,2.325,0.0,0.083,0.133,O=S(=O)(Nc1ccccc1)c1cccs1,CC(C)(CC1CCCCC1)C1CCCC1,169,true,ok,XVFGUCUSUCSADP-UHFFFAOYSA-N,CNc1ccc(NS(=O)(=O)c2ccc(Br)s2)cc1[N+](=O)[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0069_gnina_poses.sdf
FXIA-GEN-010236,COc1cc(O)c(C(=O)c2cn(Cc3ccccc3)c3c(C)cccc23)c(NC(=O)n2cnnn2)c1,237,linkinvent,0.9619011283,7.7945303917,-9.6248,482.5,124.16,4.01,2.0,7.0,6.0,0.0,2.901,0.0,0.183,0.235,O=C(c1ccccc1NC(=O)n1cnnn1)c1cn(Cc2ccccc2)c2ccccc12,CC(CC1CCCCC1C(C)C1CC(CC2CCCCC2)C2CCCCC21)C1CCCC1,170,true,ok,HNILMPZVUZOEFI-UHFFFAOYSA-N,COc1cc(O)c(C(=O)c2cn(Cc3ccccc3)c3c(C)cccc23)c(NC(=O)n2cnnn2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0021_gnina_poses.sdf
FXIA-GEN-010418,O=C(O)CC1=C(C(=O)OC2CCCC2)C(c2ccccc2Cl)NC(=O)N1,238,reinvent_denovo,0.9618535042,6.1999621391,-7.95347,378.812,104.73,2.909,3.0,4.0,5.0,0.0,2.95,0.0,0.125,0.184,O=C1NC=C(C(=O)OC2CCCC2)C(c2ccccc2)N1,CC1CCC(C(C)CC2CCCC2)C(C2CCCCC2)C1,171,true,ok,HQGMGNIAAYBSPJ-UHFFFAOYSA-N,O=C(O)CC1=C(C(=O)OC2CCCC2)C(c2ccccc2Cl)NC(=O)N1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0021_gnina_poses.sdf
FXIA-GEN-014396,CC(Cc1ccc(F)cc1)NC(=O)Nc1ccc(-c2cnnn2C)c(OCCC(F)(F)F)c1,239,linkinvent,0.9618378282,7.5182771683,-8.79274,465.451,81.07,4.705,2.0,4.0,8.0,0.0,3.1,0.0,0.232,0.255,O=C(NCCc1ccccc1)Nc1ccc(-c2cnn[nH]2)cc1,CC(CCCC1CCCCC1)CC1CCC(C2CCCC2)CC1,172,true,ok,KGMMSSFJOVYNBJ-UHFFFAOYSA-N,CC(Cc1ccc(F)cc1)NC(=O)Nc1ccc(-c2cnnn2C)c(OCCC(F)(F)F)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0029_gnina_poses.sdf
FXIA-GEN-009776,COc1ccc(OCCNC(=O)C(=O)Nc2ccccc2N(C)C)cc1,240,reinvent_denovo,0.961795032,5.9501929283,-7.3351,357.41,79.9,1.895,2.0,5.0,7.0,0.0,1.965,0.0,0.125,0.128,O=C(NCCOc1ccccc1)C(=O)Nc1ccccc1,CC(CCCCC1CCCCC1)C(C)CC1CCCCC1,173,true,ok,HGFPHQLLMUYTRM-UHFFFAOYSA-N,COc1ccc(OCCNC(=O)C(=O)Nc2ccccc2N(C)C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0020_gnina_poses.sdf
FXIA-GEN-018987,O=C(Nc1cccc(CNS(=O)(=O)c2ccc(F)cc2F)c1)C1CCCC1,241,reinvent_denovo,0.9617188573,6.8946151733,-8.92276,394.443,75.27,3.572,2.0,3.0,6.0,0.0,2.026,0.0,0.138,0.232,O=C(Nc1cccc(CNS(=O)(=O)c2ccccc2)c1)C1CCCC1,CC(CC1CCCC(CCC(C)(C)C2CCCCC2)C1)C1CCCC1,174,true,ok,NFBLMPXLEKCHGN-UHFFFAOYSA-N,O=C(Nc1cccc(CNS(=O)(=O)c2ccc(F)cc2F)c1)C1CCCC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf
FXIA-GEN-035097,Cn1ncc(C(=O)OCC(=O)Nc2ccccc2C(=O)NCc2ccco2)n1,242,reinvent_denovo,0.9616948366,6.3705763817,-7.85526,383.364,128.35,1.134,2.0,7.0,7.0,0.0,2.395,0.0,0.12,0.142,O=C(COC(=O)c1cn[nH]n1)Nc1ccccc1C(=O)NCc1ccco1,CC(CCC(C)C1CCCC1)CC1CCCCC1C(C)CCC1CCCC1,175,true,ok,YIIDLGPUSUKFFW-UHFFFAOYSA-N,Cn1ncc(C(=O)OCC(=O)Nc2ccccc2C(=O)NCc2ccco2)n1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0071_gnina_poses.sdf
FXIA-GEN-005735,CCOC(=O)c1cc2cccnc2cc1NCCCOc1ccc(C)cc1,244,reinvent_denovo,0.961407125,6.8460154533,-7.52901,364.445,60.45,4.601,1.0,5.0,8.0,0.0,2.061,0.0,0.126,0.19,c1ccc(OCCCNc2ccc3cccnc3c2)cc1,C1CCC(CCCCCC2CCC3CCCCC3C2)CC1,176,true,ok,DRSXQPYQMLTYAR-UHFFFAOYSA-N,CCOC(=O)c1cc2cccnc2cc1NCCCOc1ccc(C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0012_gnina_poses.sdf
FXIA-GEN-010818,COc1ccc2[nH]cc(CCNS(=O)(=O)c3cc(C)ccc3OC)c2c1,246,reinvent_denovo,0.9612265825,7.0208249092,-8.11713,374.462,80.42,3.015,2.0,4.0,7.0,0.0,2.103,0.0,0.117,0.14,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1,CC(C)(CCCC1CCC2CCCCC21)C1CCCCC1,177,true,ok,HXASCFMNSQEGGE-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCNS(=O)(=O)c3cc(C)ccc3OC)c2c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0022_gnina_poses.sdf
FXIA-GEN-027563,CN(C)C(CNS(=O)(=O)c1cc(Cl)ccc1Cl)c1ccco1,247,reinvent_denovo,0.9612154365,6.5747098923,-6.93783,363.266,62.55,3.168,1.0,4.0,6.0,0.0,2.709,0.0,0.14,0.16,O=S(=O)(NCCc1ccco1)c1ccccc1,CC(C)(CCCC1CCCC1)C1CCCCC1,178,true,ok,STSOTTAUOJVNGY-UHFFFAOYSA-N,CN(C)C(CNS(=O)(=O)c1cc(Cl)ccc1Cl)c1ccco1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0056_gnina_poses.sdf
FXIA-GEN-034223,Cn1nncc1-c1cc(F)cc(-c2cn(Cc3ccc(F)cc3)nn2)c1,248,linkinvent,0.9611849189,7.1236429214,-9.53984,352.348,61.42,3.067,0.0,4.0,4.0,0.0,2.586,0.0,0.16,0.326,c1ccc(Cn2cc(-c3cccc(-c4cnn[nH]4)c3)nn2)cc1,C1CCC(CC2CCC(C3CCCC(C4CCCC4)C3)C2)CC1,179,true,ok,XTKNVWQUSWZTAG-UHFFFAOYSA-N,Cn1nncc1-c1cc(F)cc(-c2cn(Cc3ccc(F)cc3)nn2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0069_gnina_poses.sdf
FXIA-GEN-031566,Cn1c2ccc(C(=O)NCc3ccc(F)c(C#N)c3)cc2c2cccnc21,250,reinvent_denovo,0.9611334205,6.3532791138,-8.84369,358.376,70.71,3.667,1.0,3.0,3.0,0.0,2.266,0.0,0.162,0.181,O=C(NCc1ccccc1)c1ccc2[nH]c3ncccc3c2c1,CC(CCC1CCCCC1)C1CCC2CC3CCCCC3C2C1,180,true,ok,WBNGWQKNOFJJDP-UHFFFAOYSA-N,Cn1c2ccc(C(=O)NCc3ccc(F)c(C#N)c3)cc2c2cccnc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0064_gnina_poses.sdf
FXIA-GEN-031987,Cc1ccc(S(=O)(=O)NC(C)C(=O)NC(C)C(=O)Nc2c(C)cccc2C)cc1,251,reinvent_denovo,0.9610949755,6.5543122292,-8.79076,417.531,104.37,2.422,3.0,4.0,7.0,0.0,2.724,0.0,0.127,0.173,O=C(CNS(=O)(=O)c1ccccc1)NCC(=O)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CCC(C)(C)C1CCCCC1,181,true,ok,WIPSZQWDEVSTJL-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(C)C(=O)NC(C)C(=O)Nc2c(C)cccc2C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0064_gnina_poses.sdf
FXIA-GEN-032070,Cn1c(O)c(C=NC(=O)c2sc3ccccc3c2Cl)c(=O)[nH]c1=S,252,reinvent_denovo,0.9610787034,6.3434114456,-8.32415,379.85,87.45,3.276,2.0,5.0,2.0,0.0,3.06,0.0,0.096,0.159,O=C(N=Cc1c[nH]c(=S)[nH]c1=O)c1cc2ccccc2s1,CC1CCC(CCC(C)C2CC3CCCCC3C2)C(C)C1,182,true,ok,WJXZQUCKICTZHA-UHFFFAOYSA-N,Cn1c(O)c(C=NC(=O)c2sc3ccccc3c2Cl)c(=O)[nH]c1=S,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf
FXIA-GEN-022115,CCc1ccccc1NC(=O)COC(=O)CCC(=O)c1ccc2c(c1)OCCO2,254,reinvent_denovo,0.9609020948,6.3142752647,-7.8486,397.427,90.93,3.165,1.0,6.0,8.0,0.0,2.123,0.0,0.126,0.17,O=C(COC(=O)CCC(=O)c1ccc2c(c1)OCCO2)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CCC(C)C1CCC2CCCCC2C1,183,true,ok,PGVWHSDOQOPELQ-UHFFFAOYSA-N,CCc1ccccc1NC(=O)COC(=O)CCC(=O)c1ccc2c(c1)OCCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0045_gnina_poses.sdf
FXIA-GEN-026216,CCN(CC)S(=O)(=O)c1cccc(NC(=O)COc2ccc(C(N)=O)c(Cl)c2)c1,255,reinvent_denovo,0.9608992338,6.6138110161,-7.96018,439.921,118.8,2.487,2.0,5.0,9.0,0.0,2.123,0.0,0.231,0.231,O=C(COc1ccccc1)Nc1ccccc1,CC(CCC1CCCCC1)CC1CCCCC1,184,true,ok,RXIBWFLHILJYKI-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1cccc(NC(=O)COc2ccc(C(N)=O)c(Cl)c2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0053_gnina_poses.sdf
FXIA-GEN-017728,COC(=O)c1c(NC(=O)c2ccn(COc3cccc(Cl)c3)n2)sc2ccccc12,256,reinvent_denovo,0.9608561993,6.9340748787,-9.34037,441.896,82.45,4.827,1.0,6.0,6.0,0.0,2.395,0.0,0.179,0.194,O=C(Nc1cc2ccccc2s1)c1ccn(COc2ccccc2)n1,CC(CC1CC2CCCCC2C1)C1CCC(CCC2CCCCC2)C1,185,true,ok,MKASABPSCLWPEQ-UHFFFAOYSA-N,COC(=O)c1c(NC(=O)c2ccn(COc3cccc(Cl)c3)n2)sc2ccccc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0036_gnina_poses.sdf
FXIA-GEN-021910,COc1cc(CCC(=O)N(CCN(C)C)Cc2nc3ccccc3[nH]2)ccc1C,257,reinvent_denovo,0.9608464837,6.617711544,-7.84885,394.519,61.46,3.403,1.0,4.0,9.0,0.0,2.286,0.0,0.139,0.15,O=C(CCc1ccccc1)NCc1nc2ccccc2[nH]1,CC(CCC1CCCCC1)CCC1CC2CCCCC2C1,186,true,ok,PDKNEUUYZSMQAD-UHFFFAOYSA-N,COc1cc(CCC(=O)N(CCN(C)C)Cc2nc3ccccc3[nH]2)ccc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0044_gnina_poses.sdf
FXIA-GEN-001349,O=S(=O)(Nc1ccccc1CO)c1cc(Cl)ccc1Br,258,reinvent_denovo,0.9608274698,6.1689190865,-7.08833,376.659,66.4,3.396,2.0,3.0,4.0,0.0,1.997,0.0,0.13,0.182,O=S(=O)(Nc1ccccc1)c1ccccc1,CC(C)(CC1CCCCC1)C1CCCCC1,187,true,ok,AWQYRHPRQGTZJK-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1CO)c1cc(Cl)ccc1Br,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0003_gnina_poses.sdf
FXIA-GEN-006542,COC(=O)c1ccc(S(=O)(=O)Nc2ccccc2COc2ccc(C(=O)O)cc2)s1,259,reinvent_denovo,0.9607975483,6.8889122009,-8.70866,447.49,119.0,3.613,2.0,7.0,8.0,0.0,2.189,0.0,0.096,0.172,O=S(=O)(Nc1ccccc1COc1ccccc1)c1cccs1,CC(C)(CC1CCCCC1CCC1CCCCC1)C1CCCC1,188,true,ok,FFBBBWALDPSPNS-UHFFFAOYSA-N,COC(=O)c1ccc(S(=O)(=O)Nc2ccccc2COc2ccc(C(=O)O)cc2)s1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0014_gnina_poses.sdf
FXIA-GEN-018219,COc1nc(N)c(Br)c(CN(C)Cc2ccccc2C#N)n1,262,reinvent_denovo,0.960716784,6.3695716858,-7.43019,362.231,88.06,2.334,1.0,6.0,5.0,0.0,2.67,0.0,0.092,0.129,c1ccc(CNCc2ccncn2)cc1,C1CCC(CCCC2CCCCC2)CC1,189,true,ok,MSAFXRYKDRTNTP-UHFFFAOYSA-N,COc1nc(N)c(Br)c(CN(C)Cc2ccccc2C#N)n1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0037_gnina_poses.sdf
FXIA-GEN-014844,Cc1cccc2c(CC(=O)OCC(=O)NCCc3ccc(Cl)cc3)noc12,263,reinvent_denovo,0.9605250359,6.66350317,-8.21574,386.835,81.43,3.234,1.0,5.0,7.0,0.0,2.227,0.0,0.153,0.167,O=C(COC(=O)Cc1noc2ccccc12)NCCc1ccccc1,CC(CCCC1CCCCC1)CCC(C)CC1CCC2CCCCC21,190,true,ok,KOHMGKDEHPNFHZ-UHFFFAOYSA-N,Cc1cccc2c(CC(=O)OCC(=O)NCCc3ccc(Cl)cc3)noc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0030_gnina_poses.sdf
FXIA-GEN-030295,COc1cc([N+](=O)[O-])ccc1OCC(=O)NCc1ccc(NC(C)=O)cc1,268,reinvent_denovo,0.9599200487,6.0759353638,-8.20827,373.365,119.8,2.257,2.0,6.0,8.0,0.0,1.887,0.0,0.17,0.171,O=C(COc1ccccc1)NCc1ccccc1,CC(CCC1CCCCC1)CCC1CCCCC1,191,true,ok,VGJDCVAKKLFREO-UHFFFAOYSA-N,COc1cc([N+](=O)[O-])ccc1OCC(=O)NCc1ccc(NC(C)=O)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0061_gnina_poses.sdf
FXIA-GEN-005491,COCCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccc(Cl)cc1O,270,reinvent_denovo,0.9598358274,6.6862664223,-7.65043,459.749,79.82,3.96,3.0,5.0,6.0,0.0,2.227,0.0,0.189,0.189,O=C(NC(=S)Nc1ccccc1)c1ccccc1,CC(CC1CCCCC1)CC(C)C1CCCCC1,192,true,ok,DNRRFUHHRMNMJO-UHFFFAOYSA-N,COCCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccc(Cl)cc1O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0011_gnina_poses.sdf
FXIA-GEN-036111,CCOc1ccc(Cl)cc1S(=O)(=O)N1CCN(C(=O)COC)CC1,271,reinvent_denovo,0.9597266912,6.5460619926,-7.28747,376.862,76.15,1.218,0.0,5.0,6.0,0.0,2.053,0.0,0.198,0.219,O=S(=O)(c1ccccc1)N1CCNCC1,CC(C)(C1CCCCC1)C1CCCCC1,193,true,ok,YYWOEYFFVFRJJV-UHFFFAOYSA-N,CCOc1ccc(Cl)cc1S(=O)(=O)N1CCN(C(=O)COC)CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0073_gnina_poses.sdf
FXIA-GEN-035443,NC(=O)C(OCC(=O)c1cc2c(cc1Br)OCCCO2)c1ccccc1,273,reinvent_denovo,0.9594936967,5.9792819023,-7.92583,420.259,87.85,3.036,1.0,5.0,6.0,0.0,2.963,0.0,0.12,0.165,O=C(COCc1ccccc1)c1ccc2c(c1)OCCCO2,CC(CCCC1CCCCC1)C1CCC2CCCCCC2C1,194,true,ok,YOCATKYBSVGAEM-UHFFFAOYSA-N,NC(=O)C(OCC(=O)c1cc2c(cc1Br)OCCCO2)c1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0071_gnina_poses.sdf
FXIA-GEN-028359,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1snc2c1CCCC2,275,reinvent_denovo,0.9592766762,6.8854680061,-8.56573,353.425,102.2,3.039,1.0,6.0,4.0,0.0,2.761,0.0,0.09,0.135,O=S(=O)(Nc1snc2c1CCCC2)c1ccccc1,CC(C)(CC1CCC2CCCCC21)C1CCCCC1,195,true,ok,UAOITMOZGHPOIK-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1snc2c1CCCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0057_gnina_poses.sdf
FXIA-GEN-018753,Cc1ccc(C)c(NC(=O)CS(=O)(=O)NCCCN2CCCCC2C)c1,276,reinvent_denovo,0.9591645002,6.559196949,-8.04477,381.542,78.51,2.426,2.0,4.0,8.0,0.0,2.722,0.0,0.113,0.179,O=C(CS(=O)(=O)NCCCN1CCCCC1)Nc1ccccc1,CC(CC1CCCCC1)CC(C)(C)CCCCC1CCCCC1,196,true,ok,NBGIKMBQEGBKDQ-UHFFFAOYSA-N,Cc1ccc(C)c(NC(=O)CS(=O)(=O)NCCCN2CCCCC2C)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf
FXIA-GEN-017661,CCOc1ccc(Cl)cc1-c1noc(CCC(=O)NCc2cccs2)n1,277,reinvent_denovo,0.9590937495,6.5920004845,-7.93775,391.88,77.25,4.099,1.0,6.0,8.0,0.0,2.25,0.0,0.188,0.192,O=C(CCc1nc(-c2ccccc2)no1)NCc1cccs1,CC(CCC1CCCC1)CCC1CCC(C2CCCCC2)C1,197,true,ok,MIZSTRCBEIDHRK-UHFFFAOYSA-N,CCOc1ccc(Cl)cc1-c1noc(CCC(=O)NCc2cccs2)n1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0036_gnina_poses.sdf
FXIA-GEN-014772,CCOc1ccccc1OCC(=O)OC(C)C(=O)Nc1sccc1C(N)=O,278,reinvent_denovo,0.9590224624,6.4041581154,-7.73914,392.433,116.95,2.195,2.0,7.0,9.0,0.0,2.596,0.0,0.216,0.216,O=C(COC(=O)COc1ccccc1)Nc1cccs1,CC(CCC(C)CC1CCCC1)CCC1CCCCC1,198,true,ok,KNEAEWSMXNQQLV-UHFFFAOYSA-N,CCOc1ccccc1OCC(=O)OC(C)C(=O)Nc1sccc1C(N)=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0030_gnina_poses.sdf
FXIA-GEN-005538,CC(C)NC(=O)c1ccc(F)cc1NC(=O)c1cccc(N2CCOCC2O)c1,279,reinvent_denovo,0.9590178728,6.027993679,-7.8781,401.438,90.9,2.371,3.0,5.0,5.0,0.0,2.828,0.0,0.148,0.219,O=C(Nc1ccccc1)c1cccc(N2CCOCC2)c1,CC(CC1CCCCC1)C1CCCC(C2CCCCC2)C1,199,true,ok,DOKMORHKBBGDII-UHFFFAOYSA-N,CC(C)NC(=O)c1ccc(F)cc1NC(=O)c1cccc(N2CCOCC2O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0012_gnina_poses.sdf
FXIA-GEN-010698,COc1cc(C(=O)N2CCCC(c3cccc(OC(F)(F)F)c3)C2)cc2n[nH]nc12,280,reinvent_denovo,0.9589812756,7.2007403374,-9.40851,420.391,80.34,3.885,1.0,5.0,4.0,0.0,3.027,0.0,0.154,0.195,O=C(c1ccc2n[nH]nc2c1)N1CCCC(c2ccccc2)C1,CC(C1CCCC(C2CCCCC2)C1)C1CCC2CCCC2C1,200,true,ok,HUYMFMXEBZPPPX-UHFFFAOYSA-N,COc1cc(C(=O)N2CCCC(c3cccc(OC(F)(F)F)c3)C2)cc2n[nH]nc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0022_gnina_poses.sdf
FXIA-GEN-028250,COC(=O)CC(c1ccc(O)c(OC)c1)c1c(O)c2ccccc2oc1=O,282,reinvent_denovo,0.9588013887,6.2450618744,-8.40575,370.357,106.2,2.908,2.0,7.0,5.0,0.0,2.832,0.0,0.181,0.181,O=c1oc2ccccc2cc1Cc1ccccc1,CC1CC2CCCCC2CC1CC1CCCCC1,201,true,ok,TYXWIUAEXKAKPE-UHFFFAOYSA-N,COC(=O)CC(c1ccc(O)c(OC)c1)c1c(O)c2ccccc2oc1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0057_gnina_poses.sdf
FXIA-GEN-032847,Nc1c(Cl)ccc(NS(=O)(=O)c2ccccc2Br)c1Cl,283,reinvent_denovo,0.9587254524,6.3607530594,-7.70298,396.093,72.19,4.139,2.0,3.0,3.0,0.0,2.253,0.0,0.078,0.116,O=S(=O)(Nc1ccccc1)c1ccccc1,CC(C)(CC1CCCCC1)C1CCCCC1,202,true,ok,WWRAJGXESNVGIN-UHFFFAOYSA-N,Nc1c(Cl)ccc(NS(=O)(=O)c2ccccc2Br)c1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0066_gnina_poses.sdf
FXIA-GEN-034467,CCC(CNC(=O)OC(C)(C)C)OC(C)c1nnc(Cc2ccc(O)cc2)s1,285,reinvent_denovo,0.9586448073,6.8331851959,-7.43666,407.536,93.57,4.215,2.0,7.0,8.0,0.0,3.515,0.0,0.155,0.183,c1ccc(Cc2nncs2)cc1,C1CCC(CC2CCCC2)CC1,203,true,ok,XYCASQGRMMCPPL-UHFFFAOYSA-N,CCC(CNC(=O)OC(C)(C)C)OC(C)c1nnc(Cc2ccc(O)cc2)s1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0069_gnina_poses.sdf
